"id","dzien","godz","tydzien","id_grupy_grup","id_sale","id_wykladowcy","id_zajecia"
"1738","Pon","12:45-13:30","n","156","1","1040","43"
"1739","Pon","12:45-13:30","p","156","1","1041","43"
"1740","Wt","12:45-13:30","n","159","19","264","45"
"1741","Wt","12:45-13:30","n","159","71","139","43"
"1742","Wt","12:45-13:30","n","160","71","1034","43"
"1743","Wt","12:45-13:30","p","160","44","1042","39"
"1744","Sr","12:45-13:30","n","158","3","1043","6"
"1745","Sr","12:45-13:30","p","158","3","1044","6"
"1746","Czw","12:45-13:30","n","157","41","1045","39"
"1747","Czw","12:45-13:30","n","161","22","1046","40"
"1748","Pt","12:45-13:30","n","163","6","376","44"
"1749","Pt","12:45-13:30","p","156","2","1039","46"
"1750","Pon","13:30-14:15","n","156","1","1040","43"
"1751","Pon","13:30-14:15","p","156","1","1041","43"
"1752","Wt","13:30-14:15","n","159","19","264","45"
"1753","Wt","13:30-14:15","p","160","44","1042","39"
"1754","Sr","13:30-14:15","n","158","3","1043","6"
"1755","Sr","13:30-14:15","p","158","3","1044","6"
"1756","Czw","13:30-14:15","n","157","41","1045","39"
"1757","Czw","13:30-14:15","n","161","22","1046","40"
"1758","Pt","13:30-14:15","n","163","6","376","44"
"1759","Pt","13:30-14:15","p","161","86","1047","43"
"1760","Pon","14:30-15:15","n","156","1","1040","43"
"1761","Pon","14:30-15:15","p","156","1","1041","43"
"1762","Sr","14:30-15:15","n","164","114","378","46"
"1763","Sr","14:30-15:15","p","164","114","379","46"
"1764","Sr","14:30-15:15","n","160","71","1048","42"
"1765","Czw","14:30-15:15","n","161","22","1046","40"
"1766","Pt","14:30-15:15","p","161","86","1047","43"
"1767","Sr","15:15-16:00","n","164","114","378","46"
"1768","Sr","15:15-16:00","p","164","114","379","46"
"1769","Sr","15:15-16:00","n","160","71","1048","42"
"1770","Pt","15:15-16:00","p","161","86","1047","43"
"1771","Pon","16:15-17:00","n","156","12","1049","45"
"1772","Pon","16:15-17:00","p","156","12","1050","45"
"1773","Wt","16:15-17:00","n","158","9","1051","6"
"1774","Wt","16:15-17:00","p","158","9","1052","6"
"1775","Czw","16:15-17:00","p","163","9","377","44"
"1776","Pon","17:00-17:45","n","156","12","1049","45"
"1777","Pon","17:00-17:45","p","156","12","1050","45"
"1778","Wt","17:00-17:45","n","158","9","1051","6"
"1779","Wt","17:00-17:45","p","158","9","1052","6"
"1780","Czw","17:00-17:45","p","163","9","377","44"
"1781","Wt","18:00-18:45","n","158","9","1053","6"
"1782","Wt","18:00-18:45","p","158","9","1054","6"
"1783","Czw","18:00-18:45","n","161","71","1055","42"
"1784","Czw","18:00-18:45","p","161","71","1056","42"
"1785","Pt","18:00-18:45","n","156","162","1057","42"
"1786","Pt","18:00-18:45","p","156","162","1058","42"
"1787","Wt","18:45-19:30","n","158","9","1053","6"
"1788","Wt","18:45-19:30","p","158","9","1054","6"
"1789","Czw","18:45-19:30","n","161","71","1055","42"
"1790","Czw","18:45-19:30","p","161","71","1056","42"
"1791","Pt","18:45-19:30","n","156","162","1057","42"
"1792","Pt","18:45-19:30","p","156","162","1058","42"
"1793","Pon"," 7:30- 8:15","n","165","2","1023","38"
"1794","Sr"," 7:30- 8:15","n","166","4","1024","6"
"1795","Sr"," 7:30- 8:15","p","166","4","1025","6"
"1796","Czw"," 7:30- 8:15","p","165","2","1026","40"
"1797","Pt"," 7:30- 8:15","n","167","82","1059","41"
"1798","Pt"," 7:30- 8:15","p","168","82","1027","41"
"1799","Pon"," 8:15- 9:00","n","165","2","1023","38"
"1800","Wt"," 8:15- 9:00","p","169","86","139","43"
"1801","Sr"," 8:15- 9:00","n","166","4","1024","6"
"1802","Sr"," 8:15- 9:00","p","166","4","1025","6"
"1803","Czw"," 8:15- 9:00","p","165","2","1026","40"
"1804","Pt"," 8:15- 9:00","n","167","82","1059","41"
"1805","Pt"," 8:15- 9:00","p","168","82","1027","41"
"1806","Pon"," 9:15-10:00","p","169","79","281","38"
"1807","Wt"," 9:15-10:00","n","169","86","139","43"
"1808","Wt"," 9:15-10:00","n","170","79","1028","38"
"1809","Wt"," 9:15-10:00","n","171","79","1060","38"
"1810","Wt"," 9:15-10:00","n","169","41","1061","39"
"1811","Wt"," 9:15-10:00","p","170","41","1029","39"
"1812","Sr"," 9:15-10:00","n","166","3","1062","6"
"1813","Sr"," 9:15-10:00","p","166","3","1063","6"
"1814","Czw"," 9:15-10:00","n","172","5","376","44"
"1815","Czw"," 9:15-10:00","p","165","2","1026","40"
"1816","Pt"," 9:15-10:00","n","165","1","1030","44"
"1817","Pt"," 9:15-10:00","p","165","1","1031","44"
"1818","Pon","10:00-10:45","p","169","79","281","38"
"1819","Wt","10:00-10:45","n","169","86","139","43"
"1820","Wt","10:00-10:45","n","170","79","1028","38"
"1821","Wt","10:00-10:45","n","171","79","1060","38"
"1822","Wt","10:00-10:45","n","169","41","1061","39"
"1823","Wt","10:00-10:45","p","170","41","1029","39"
"1824","Sr","10:00-10:45","n","166","3","1062","6"
"1825","Sr","10:00-10:45","p","166","3","1063","6"
"1826","Czw","10:00-10:45","n","172","5","376","44"
"1827","Pt","10:00-10:45","n","165","1","1030","44"
"1828","Pt","10:00-10:45","p","165","1","1031","44"
"1829","Pon","11:00-11:45","n","165","1","1032","41"
"1830","Pon","11:00-11:45","p","165","1","1033","41"
"1831","Wt","11:00-11:45","n","173","44","60","39"
"1832","Wt","11:00-11:45","n","168","71","1034","43"
"1833","Wt","11:00-11:45","p","168","19","1035","45"
"1834","Sr","11:00-11:45","n","174","114","1036","46"
"1835","Sr","11:00-11:45","n","174","114","1037","46"
"1836","Sr","11:00-11:45","n","175","113","1064","46"
"1837","Sr","11:00-11:45","n","175","113","1065","46"
"1838","Sr","11:00-11:45","n","173","71","310","42"
"1839","Czw","11:00-11:45","n","167","44","1066","39"
"1840","Czw","11:00-11:45","p","173","75","145","41"
"1841","Pt","11:00-11:45","n","165","2","1038","39"
"1842","Pt","11:00-11:45","p","165","2","1039","46"
"1843","Pon","11:45-12:30","n","165","1","1032","41"
"1844","Pon","11:45-12:30","p","165","1","1033","41"
"1845","Wt","11:45-12:30","n","173","2","60","39"
"1846","Wt","11:45-12:30","n","168","71","1034","43"
"1847","Wt","11:45-12:30","p","168","19","1035","45"
"1848","Sr","11:45-12:30","n","174","114","1036","46"
"1849","Sr","11:45-12:30","n","174","114","1037","46"
"1850","Sr","11:45-12:30","n","175","113","1064","46"
"1851","Sr","11:45-12:30","n","175","113","1065","46"
"1852","Sr","11:45-12:30","n","173","71","310","42"
"1853","Czw","11:45-12:30","n","167","44","1066","39"
"1854","Czw","11:45-12:30","p","173","75","145","41"
"1855","Pt","11:45-12:30","n","165","2","1038","39"
"1856","Pt","11:45-12:30","p","165","2","1039","46"
"1857","Pon","12:45-13:30","n","165","1","1040","43"
"1858","Pon","12:45-13:30","p","165","1","1041","43"
"1859","Wt","12:45-13:30","n","168","71","1034","43"
"1860","Wt","12:45-13:30","p","168","44","1042","39"
"1861","Sr","12:45-13:30","n","166","3","1043","6"
"1862","Sr","12:45-13:30","p","166","3","1044","6"
"1863","Czw","12:45-13:30","n","171","41","1067","39"
"1864","Czw","12:45-13:30","n","169","71","220","42"
"1865","Czw","12:45-13:30","n","169","71","221","42"
"1866","Czw","12:45-13:30","n","170","22","1046","40"
"1867","Czw","12:45-13:30","p","171","22","1068","40"
"1868","Pt","12:45-13:30","p","165","2","1039","46"
"1869","Pon","13:30-14:15","n","165","1","1040","43"
"1870","Pon","13:30-14:15","p","165","1","1041","43"
"1871","Wt","13:30-14:15","n","173","71","138","43"
"1872","Wt","13:30-14:15","p","167","71","1069","43"
"1873","Wt","13:30-14:15","p","168","44","1042","39"
"1874","Sr","13:30-14:15","n","166","3","1043","6"
"1875","Sr","13:30-14:15","p","166","3","1044","6"
"1876","Czw","13:30-14:15","n","171","41","1067","39"
"1877","Czw","13:30-14:15","n","169","71","220","42"
"1878","Czw","13:30-14:15","n","169","71","221","42"
"1879","Czw","13:30-14:15","n","170","22","1046","40"
"1880","Czw","13:30-14:15","p","171","22","1068","40"
"1881","Pt","13:30-14:15","n","171","86","1070","43"
"1882","Pt","13:30-14:15","p","170","86","1047","43"
"1883","Pon","14:30-15:15","n","165","1","1040","43"
"1884","Pon","14:30-15:15","p","165","1","1041","43"
"1885","Wt","14:30-15:15","n","173","71","138","43"
"1886","Wt","14:30-15:15","n","173","19","265","45"
"1887","Wt","14:30-15:15","n","167","19","1071","45"
"1888","Wt","14:30-15:15","p","167","71","1069","43"
"1889","Sr","14:30-15:15","n","168","71","1048","42"
"1890","Sr","14:30-15:15","p","167","71","1072","42"
"1891","Czw","14:30-15:15","n","170","22","1046","40"
"1892","Czw","14:30-15:15","p","171","22","1068","40"
"1893","Pt","14:30-15:15","n","171","86","1070","43"
"1894","Pt","14:30-15:15","p","170","86","1047","43"
"1895","Wt","15:15-16:00","n","173","71","138","43"
"1896","Wt","15:15-16:00","n","173","19","265","45"
"1897","Wt","15:15-16:00","n","167","19","1071","45"
"1898","Wt","15:15-16:00","p","167","71","1069","43"
"1899","Sr","15:15-16:00","n","168","71","1048","42"
"1900","Sr","15:15-16:00","p","167","71","1072","42"
"1901","Czw","15:15-16:00","n","169","22","134","40"
"1902","Pt","15:15-16:00","n","171","86","1070","43"
"1903","Pt","15:15-16:00","p","170","86","1047","43"
"1904","Pon","16:15-17:00","n","165","12","1049","45"
"1905","Pon","16:15-17:00","p","165","12","1050","45"
"1906","Wt","16:15-17:00","n","166","9","1051","6"
"1907","Wt","16:15-17:00","p","166","9","1052","6"
"1908","Sr","16:15-17:00","n","176","114","378","46"
"1909","Sr","16:15-17:00","p","176","114","379","46"
"1910","Czw","16:15-17:00","n","171","71","1073","42"
"1911","Czw","16:15-17:00","p","171","71","1074","42"
"1912","Czw","16:15-17:00","n","169","22","134","40"
"1913","Pon","17:00-17:45","n","165","12","1049","45"
"1914","Pon","17:00-17:45","p","165","12","1050","45"
"1915","Wt","17:00-17:45","n","166","9","1051","6"
"1916","Wt","17:00-17:45","p","166","9","1052","6"
"1917","Sr","17:00-17:45","n","176","114","378","46"
"1918","Sr","17:00-17:45","p","176","114","379","46"
"1919","Czw","17:00-17:45","n","171","71","1073","42"
"1920","Czw","17:00-17:45","p","171","71","1074","42"
"1921","Czw","17:00-17:45","n","169","22","134","40"
"1922","Wt","18:00-18:45","n","166","9","1053","6"
"1923","Wt","18:00-18:45","p","166","9","1054","6"
"1924","Czw","18:00-18:45","n","170","71","1055","42"
"1925","Czw","18:00-18:45","p","170","71","1056","42"
"1926","Pt","18:00-18:45","n","165","162","1057","42"
"1927","Pt","18:00-18:45","p","165","162","1058","42"
"1928","Wt","18:45-19:30","n","166","9","1053","6"
"1929","Wt","18:45-19:30","p","166","9","1054","6"
"1930","Czw","18:45-19:30","n","170","71","1055","42"
"1931","Czw","18:45-19:30","p","170","71","1056","42"
"1932","Pt","18:45-19:30","n","165","162","1057","42"
"1933","Pt","18:45-19:30","p","165","162","1058","42"
"1934","Pon"," 7:30- 8:15","n","177","2","1023","38"
"1935","Sr"," 7:30- 8:15","n","178","4","1024","6"
"1936","Sr"," 7:30- 8:15","p","178","4","1025","6"
"1937","Czw"," 7:30- 8:15","p","177","2","1026","40"
"1938","Pt"," 7:30- 8:15","n","179","82","1059","41"
"1939","Pon"," 8:15- 9:00","n","177","2","1023","38"
"1940","Pon"," 8:15- 9:00","p","180","71","139","43"
"1941","Wt"," 8:15- 9:00","n","181","86","138","43"
"1942","Wt"," 8:15- 9:00","p","181","22","135","40"
"1943","Sr"," 8:15- 9:00","n","178","4","1024","6"
"1944","Sr"," 8:15- 9:00","p","178","4","1025","6"
"1945","Czw"," 8:15- 9:00","p","177","2","1026","40"
"1946","Pt"," 8:15- 9:00","n","179","82","1059","41"
"1947","Pon"," 9:15-10:00","n","181","79","280","38"
"1948","Pon"," 9:15-10:00","p","180","71","139","43"
"1949","Wt"," 9:15-10:00","n","181","86","138","43"
"1950","Wt"," 9:15-10:00","p","181","22","135","40"
"1951","Wt"," 9:15-10:00","p","182","79","1060","38"
"1952","Sr"," 9:15-10:00","n","178","3","1062","6"
"1953","Sr"," 9:15-10:00","p","178","3","1063","6"
"1954","Czw"," 9:15-10:00","n","181","41","1061","39"
"1955","Czw"," 9:15-10:00","p","177","2","1026","40"
"1956","Pt"," 9:15-10:00","n","177","1","1030","44"
"1957","Pt"," 9:15-10:00","p","177","1","1031","44"
"1958","Pon","10:00-10:45","n","181","79","280","38"
"1959","Pon","10:00-10:45","p","180","71","139","43"
"1960","Wt","10:00-10:45","n","181","86","138","43"
"1961","Wt","10:00-10:45","p","181","22","135","40"
"1962","Wt","10:00-10:45","p","182","79","1060","38"
"1963","Sr","10:00-10:45","n","178","3","1062","6"
"1964","Sr","10:00-10:45","p","178","3","1063","6"
"1965","Czw","10:00-10:45","n","181","41","1061","39"
"1966","Pt","10:00-10:45","n","177","1","1030","44"
"1967","Pt","10:00-10:45","p","177","1","1031","44"
"1968","Pon","11:00-11:45","n","177","1","1032","41"
"1969","Pon","11:00-11:45","p","177","1","1033","41"
"1970","Wt","11:00-11:45","p","180","75","145","41"
"1971","Sr","11:00-11:45","n","183","113","1064","46"
"1972","Sr","11:00-11:45","p","183","113","1065","46"
"1973","Sr","11:00-11:45","p","180","71","311","42"
"1974","Czw","11:00-11:45","n","179","44","1066","39"
"1975","Czw","11:00-11:45","p","180","44","49","39"
"1976","Pt","11:00-11:45","n","177","2","1038","39"
"1977","Pt","11:00-11:45","p","177","2","1039","46"
"1978","Pon","11:45-12:30","n","177","1","1032","41"
"1979","Pon","11:45-12:30","p","177","1","1033","41"
"1980","Wt","11:45-12:30","p","180","75","145","41"
"1981","Sr","11:45-12:30","n","183","113","1064","46"
"1982","Sr","11:45-12:30","p","183","113","1065","46"
"1983","Sr","11:45-12:30","p","180","71","311","42"
"1984","Czw","11:45-12:30","n","179","44","1066","39"
"1985","Czw","11:45-12:30","p","180","44","49","39"
"1986","Pt","11:45-12:30","n","177","2","1038","39"
"1987","Pt","11:45-12:30","p","177","2","1039","46"
"1988","Pon","12:45-13:30","n","177","1","1040","43"
"1989","Pon","12:45-13:30","p","177","1","1041","43"
"1990","Wt","12:45-13:30","n","184","10","376","44"
"1991","Wt","12:45-13:30","p","180","19","265","45"
"1992","Czw","12:45-13:30","n","182","41","1067","39"
"1993","Czw","12:45-13:30","p","182","22","1068","40"
"1994","Pt","12:45-13:30","p","177","2","1039","46"
"1995","Pon","13:30-14:15","n","177","1","1040","43"
"1996","Pon","13:30-14:15","p","177","1","1041","43"
"1997","Wt","13:30-14:15","n","184","10","376","44"
"1998","Wt","13:30-14:15","p","180","19","265","45"
"1999","Wt","13:30-14:15","p","179","71","1069","43"
"2000","Czw","13:30-14:15","n","182","41","1067","39"
"2001","Czw","13:30-14:15","p","182","22","1068","40"
"2002","Pt","13:30-14:15","n","182","86","1070","43"
"2003","Pon","14:30-15:15","n","177","1","1040","43"
"2004","Pon","14:30-15:15","p","177","1","1041","43"
"2005","Wt","14:30-15:15","n","179","19","1071","45"
"2006","Wt","14:30-15:15","p","179","71","1069","43"
"2007","Sr","14:30-15:15","p","179","71","1072","42"
"2008","Czw","14:30-15:15","n","181","71","220","42"
"2009","Czw","14:30-15:15","p","181","71","221","42"
"2010","Czw","14:30-15:15","p","182","22","1068","40"
"2011","Pt","14:30-15:15","n","182","86","1070","43"
"2012","Wt","15:15-16:00","n","179","19","1071","45"
"2013","Wt","15:15-16:00","p","179","71","1069","43"
"2014","Sr","15:15-16:00","p","179","71","1072","42"
"2015","Czw","15:15-16:00","n","181","71","220","42"
"2016","Czw","15:15-16:00","p","181","71","221","42"
"2017","Pt","15:15-16:00","n","182","86","1070","43"
"2018","Pon","16:15-17:00","n","177","12","1049","45"
"2019","Pon","16:15-17:00","p","177","12","1050","45"
"2020","Wt","16:15-17:00","n","178","9","1051","6"
"2021","Wt","16:15-17:00","p","178","9","1052","6"
"2022","Sr","16:15-17:00","n","185","113","360","46"
"2023","Sr","16:15-17:00","p","185","113","361","46"
"2024","Czw","16:15-17:00","n","182","71","1073","42"
"2025","Czw","16:15-17:00","p","182","71","1074","42"
"2026","Pon","17:00-17:45","n","177","12","1049","45"
"2027","Pon","17:00-17:45","p","177","12","1050","45"
"2028","Wt","17:00-17:45","n","178","9","1051","6"
"2029","Wt","17:00-17:45","p","178","9","1052","6"
"2030","Sr","17:00-17:45","n","185","113","360","46"
"2031","Sr","17:00-17:45","p","185","113","361","46"
"2032","Czw","17:00-17:45","n","182","71","1073","42"
"2033","Czw","17:00-17:45","p","182","71","1074","42"
"2034","Wt","18:00-18:45","n","178","9","1053","6"
"2035","Wt","18:00-18:45","p","178","9","1054","6"
"2036","Pt","18:00-18:45","n","177","162","1057","42"
"2037","Pt","18:00-18:45","p","177","162","1058","42"
"2038","Wt","18:45-19:30","n","178","9","1053","6"
"2039","Wt","18:45-19:30","p","178","9","1054","6"
"2040","Pt","18:45-19:30","n","177","162","1057","42"
"2041","Pt","18:45-19:30","p","177","162","1058","42"
"2042","Wt"," 7:30- 8:15","n","186","13","1075","25"
"2043","Pt"," 7:30- 8:15","n","187","4","22","6"
"2044","Pt"," 7:30- 8:15","p","187","4","23","6"
"2045","Pon"," 8:15- 9:00","n","188","65","174","47"
"2046","Pon"," 8:15- 9:00","p","188","65","175","47"
"2047","Wt"," 8:15- 9:00","n","186","13","1075","25"
"2048","Czw"," 8:15- 9:00","n","186","8","1076","14"
"2049","Pt"," 8:15- 9:00","n","187","4","22","6"
"2050","Pt"," 8:15- 9:00","p","187","4","23","6"
"2051","Pon"," 9:15-10:00","n","188","65","174","47"
"2052","Pon"," 9:15-10:00","p","188","65","175","47"
"2053","Wt"," 9:15-10:00","p","186","12","1077","48"
"2054","Czw"," 9:15-10:00","n","186","8","1076","14"
"2055","Czw"," 9:15-10:00","p","186","9","407","49"
"2056","Pt"," 9:15-10:00","n","189","63","194","50"
"2057","Pt"," 9:15-10:00","p","189","63","195","50"
"2058","Pon","10:00-10:45","n","188","65","174","47"
"2059","Pon","10:00-10:45","p","188","65","175","47"
"2060","Wt","10:00-10:45","p","186","12","1077","48"
"2061","Czw","10:00-10:45","n","186","8","1076","14"
"2062","Czw","10:00-10:45","p","186","9","407","49"
"2063","Pt","10:00-10:45","n","189","63","194","50"
"2064","Pt","10:00-10:45","p","189","63","195","50"
"2065","Pon","11:00-11:45","p","189","118","47","25"
"2066","Wt","11:00-11:45","n","190","53","372","48"
"2067","Wt","11:00-11:45","p","190","41","181","49"
"2068","Czw","11:00-11:45","n","190","119","330","25"
"2069","Pt","11:00-11:45","n","190","61","194","50"
"2070","Pt","11:00-11:45","p","190","61","195","50"
"2071","Pon","11:45-12:30","n","189","83","278","14"
"2072","Pon","11:45-12:30","p","189","118","47","25"
"2073","Wt","11:45-12:30","n","190","53","372","48"
"2074","Wt","11:45-12:30","p","190","41","181","49"
"2075","Czw","11:45-12:30","n","190","119","330","25"
"2076","Pt","11:45-12:30","n","190","61","194","50"
"2077","Pt","11:45-12:30","p","190","61","195","50"
"2078","Pon","12:45-13:30","n","189","83","278","14"
"2079","Wt","12:45-13:30","p","188","18","405","45"
"2080","Sr","12:45-13:30","n","186","12","1078","51"
"2081","Czw","12:45-13:30","n","188","112","358","52"
"2082","Czw","12:45-13:30","p","188","81","137","51"
"2083","Pon","13:30-14:15","n","189","83","278","14"
"2084","Wt","13:30-14:15","p","188","18","405","45"
"2085","Sr","13:30-14:15","n","186","12","1078","51"
"2086","Czw","13:30-14:15","n","188","112","358","52"
"2087","Czw","13:30-14:15","p","188","81","137","51"
"2088","Pon","14:30-15:15","n","186","9","76","53"
"2089","Pon","14:30-15:15","p","190","120","77","53"
"2090","Wt","14:30-15:15","n","190","111","328","52"
"2091","Wt","14:30-15:15","p","190","111","329","52"
"2092","Czw","14:30-15:15","n","186","12","1079","50"
"2093","Czw","14:30-15:15","p","186","12","1080","50"
"2094","Pon","15:15-16:00","n","186","9","76","53"
"2095","Pon","15:15-16:00","p","190","120","77","53"
"2096","Wt","15:15-16:00","n","190","111","328","52"
"2097","Wt","15:15-16:00","p","190","111","329","52"
"2098","Czw","15:15-16:00","n","186","12","1079","50"
